CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST,
41980,LYCOMING,LTIO-540-J2BD,1,00350,000000,
41981,LYCOMING,LTIO-540-N2BD,1,00350,000000,
41982,LYCOMING,TIO-540-R2AD,1,00350,000000,
41983,LYCOMING,LTIO-540-R2AD,1,00350,000000,
41984,LYCOMING,TIO-540-C1A,1,00250,000000,
41985,LYCOMING,TIO-540-G1A,1,00250,000000,
41986,LYCOMING,TIO-540-K1AD,1,00250,000000,
41987,LYCOMING,LTIO-540-K1AD,1,00250,000000,
41988,LYCOMING,TIO-540-S1AD,1,00300,000000,
41989,LYCOMING,TIO-540-T2AD,1,00330,000000,
41990,LYCOMING,TIO-540-U2A,1,00350,000000,
41991,LYCOMING,LTIO-540-U2A,1,00350,000000,
41992,LYCOMING,TIO-540-V2AD,1,00350,000000,
41993,LYCOMING,LTIO-540-V2AD,1,00350,000000,
41994,LYCOMING,TIO-540-W2A,1,00350,000000,
41995,LYCOMING,LTIO-540-W2A,1,00350,000000,
41996,LYCOMING,TIO-540-AA1AD,1,00250,000000,
41997,LYCOMING,TIO-540-AB1AD,1,00250,000000,
41998,LYCOMING,TIO-540-AB1BD,1,00250,000000,
41999,LYCOMING,TIO-540-AE2A,1,00350,000000,
42000,LYCOMING,TIO-540-AF1A,1,00270,000000,
42001,LYCOMING,TIO-540-AF1B,1,00270,000000,
42002,LYCOMING,TIO-540-AG1A,1,00270,000000,
42003,LYCOMING,TIO-540-AH1A,1,00300,000000,
42004,LYCOMING,TIO-540-AJ1A,1,00310,000000,
42005,LYCOMING,TIO-540-AK1A,2,00235,000000,
42006,LYCOMING,TIO-360-A1A,1,00200,000000,
42007,LYCOMING,TIO-360-A1B,1,00200,000000,
42008,LYCOMING,TIO-360-A3B6,1,00200,000000,
42009,LYCOMING,TIO-360-C1A6D,1,00207,000000,
42010,LYCOMING,TIFO-541-B1A,1,00450,000000,
42011,LYCOMING,TIGO-541-C1A,1,00400,000000,
42012,LYCOMING,TIGO-541-D1A,1,00450,000000,
42013,LYCOMING,TIGO-541-D1B,1,00450,000000,
42014,LYCOMING,TIGO-541-E1A,1,00425,000000,
42015,LYCOMING,TIGO-541-G1AD,1,00450,000000,
42016,LYCOMING,TO-360-A1A6D,1,00196,000000,
42017,LYCOMING,TO-360-C1A6D,1,00210,000000,
42018,LYCOMING,TO-360-F1A6D,1,00210,000000,
42019,LYCOMING,TO-360-E1A6D1,1,00180,000000,
42020,LYCOMING,LTO-360-E1A6D,1,00180,000000,
42021,LYCOMING,LTO-360-A1A6D,1,00196,000000,
42022,LYCOMING,R-680E2,1,00280,000000,
42023,LYCOMING,R-680E3,1,00300,000000,
42024,LYCOMING,R680E3A,1,00300,000000,
42025,LYCOMING,R680E3B,1,00300,000000,
42026,LYCOMING,R-680E1,1,00290,000000,
42027,LYCOMING,O-235-C1,8,00115,000000,
42028,LYCOMING,O-235-C1B,1,00115,000000,
42029,LYCOMING,O-235-E1,1,00115,000000,
42030,LYCOMING,O-235-E1B,1,00115,000000,
42031,LYCOMING,O-235-C1C,1,00115,000000,
42032,LYCOMING,O-235-C1A,1,00100,000000,
42033,LYCOMING,O-235-C2C,1,00115,000000,
42034,LYCOMING,O-235-H2C,1,00115,000000,
42035,LYCOMING,O-235-L2C,8,00118,000000,
42036,LYCOMING,O-235-K2C,1,00118,000000,
42037,LYCOMING,O-235-C2A,1,00115,000000,
42038,LYCOMING,O-235-C2B,1,00115,000000,
42039,LYCOMING,O-235-E2A,1,00115,000000,
42040,LYCOMING,O-235-E2B,1,00115,000000,
42041,LYCOMING,O-235-F1,1,00125,000000,
42042,LYCOMING,O-235-F1B,1,00125,000000,
42043,LYCOMING,O-235-G1,1,00125,000000,
42044,LYCOMING,O-235-G1B,1,00125,000000,
42045,LYCOMING,O-235-F2A,1,00125,000000,
42046,LYCOMING,O-235-F2B,1,00125,000000,
42047,LYCOMING,O-235-G2A,1,00125,000000,
42048,LYCOMING,O-235-G2B,1,00125,000000,
42049,LYCOMING,O-235-J2A,1,00125,000000,
42050,LYCOMING,O-235-J2B,1,00125,000000,
42051,LYCOMING,O-235-K2A,1,00118,000000,
42052,LYCOMING,O-235-K2B,1,00118,000000,
42053,LYCOMING,O-235-L2A,1,00118,000000,
42054,LYCOMING,O-235-M1,1,00118,000000,
42055,LYCOMING,O-235-M2C,1,00118,000000,
42056,LYCOMING,O-235-M3C,1,00118,000000,
42057,LYCOMING,O-235-N2A,1,00116,000000,
42058,LYCOMING,LYCOMING,1,00116,000000,
42059,LYCOMING,O-235-P1,1,00116,000000,
42060,LYCOMING,O-235-P2A,1,00116,000000,
42061,LYCOMING,O-235-P2C,1,00116,000000,
42062,LYCOMING,O-235-P3C,1,00116,000000,
42063,LYCOMING,O-435,1,00175,000000,
42064,LYCOMING,O-435-B,1,00235,000000,
42065,LYCOMING,O-435-A2,1,00225,000000,
42066,LYCOMING,O-435-K,1,00250,000000,
42067,LYCOMING,O-435-K1,1,00250,000000,
42068,LYCOMING,O-435-A,1,00190,000000,
42069,LYCOMING,O-435-C1,1,00175,000000,
42070,LYCOMING,O-435-C,1,00175,000000,
42071,LYCOMING,O-435-C2,1,00175,000000,
42072,LYCOMING,GO-435,1,00210,000000,
42073,LYCOMING,GO-435-D1,1,00260,000000,
42074,LYCOMING,GO-435-C2,1,00260,000000,
42075,LYCOMING,GO-435-C2A,1,00260,000000,
42076,LYCOMING,GO-435-C2A2,1,00260,000000,
42077,LYCOMING,GO-435-C2B,1,00260,000000,
42078,LYCOMING,GO-435-C2B1,1,00260,000000,
42079,LYCOMING,GO-435-C2B2,1,00260,000000,
42080,LYCOMING,GO-435-C2C,1,00260,000000,
42081,LYCOMING,GO-435-C2D,1,00260,000000,
42082,LYCOMING,GO-435-C2E,1,00260,000000,
42083,LYCOMING,O-290,1,00125,000000,
42084,LYCOMING,O-290-A,1,00130,000000,
42085,LYCOMING,O-290-AP,1,00130,000000,
42086,LYCOMING,O-290-B,1,00130,000000,
42087,LYCOMING,O-290-C,1,00130,000000,
42088,LYCOMING,O-290-CP,1,00130,000000,
42089,LYCOMING,O-290-D,1,00130,000000,
42090,LYCOMING,O-290-D2,1,00140,000000,
42091,LYCOMING,O-290-D2A,1,00140,000000,
42092,LYCOMING,O-290-D2B,1,00140,000000,
42093,LYCOMING,O-290-D2C,1,00140,000000,
42094,LYCOMING,GSO-580,1,00375,000000,
42095,LYCOMING,GSO-580-C,1,00375,000000,
42096,LYCOMING,GSO-580-B,1,00400,000000,
42097,LYCOMING,GSO-580-D,1,00400,000000,
42098,LYCOMING,O-320-A1A,1,00150,000000,
42099,LYCOMING,O-320-A1B,1,00150,000000,
42100,LYCOMING,0-320-A2A,1,00150,000000,
42101,LYCOMING,O-320-A2B,1,00150,000000,
42102,LYCOMING,O-320-A2C,1,00150,000000,
42103,LYCOMING,O-320-A2D,1,00150,000000,
42104,LYCOMING,O-320-A3A,1,00150,000000,
42105,LYCOMING,O-320-A3B,1,00150,000000,
42106,LYCOMING,O-320-A3C,1,00150,000000,
42107,LYCOMING,O-320-C1A,1,00150,000000,
42108,LYCOMING,O-320-C1B,1,00150,000000,
42109,LYCOMING,O-320-C2A,1,00150,000000,
42110,LYCOMING,O-320-C2B,1,00150,000000,
42111,LYCOMING,O-320-C2C,1,00150,000000,
42112,LYCOMING,O-320-C3A,1,00150,000000,
42113,LYCOMING,O-320-C3B,1,00150,000000,
42114,LYCOMING,O-320-C3C,1,00150,000000,
42115,LYCOMING,O-320-E1A,1,00150,000000,
42116,LYCOMING,O-320-E1B,1,00150,000000,
42117,LYCOMING,O-320-E1C,1,00150,000000,
42118,LYCOMING,O-320-E1F,1,00150,000000,
42119,LYCOMING,O-320-E1J,1,00150,000000,
42120,LYCOMING,O-320-E2A,8,00150,000000,
42121,LYCOMING,O-320-E2B,1,00150,000000,
42122,LYCOMING,O-320-E2C,1,00150,000000,
42123,LYCOMING,O-320-E2D,8,00150,000000,
42124,LYCOMING,O-320-E2F,1,00150,000000,
42125,LYCOMING,O-320-E2G,1,00150,000000,
42126,LYCOMING,O-320-E2H,1,00150,000000,
42127,LYCOMING,O-320-E3D,1,00150,000000,
42128,LYCOMING,O-320-E3H,1,00150,000000,
42129,LYCOMING,O-320-H1AD,1,00160,000000,
42130,LYCOMING,O-320-H1BD,1,00160,000000,
42131,LYCOMING,O-320-H2AD,1,00160,000000,
42132,LYCOMING,O-320-H2BD,1,00160,000000,
42133,LYCOMING,O-320-H3AD,1,00160,000000,
42134,LYCOMING,O-320-H3BD,1,00160,000000,
42135,LYCOMING,O-320-B1A,1,00160,000000,
42136,LYCOMING,O-320-B1B,1,00160,000000,
42137,LYCOMING,O-320-B2A,1,00160,000000,
42138,LYCOMING,O-320-B2B,1,00160,000000,
42139,LYCOMING,O-320-B2C,1,00160,000000,
42140,LYCOMING,O-320-B2D,1,00160,000000,
42141,LYCOMING,O-320-B3A,1,00160,000000,
42142,LYCOMING,O-320-B3B,1,00160,000000,
42143,LYCOMING,O-320-B3C,1,00160,000000,
42144,LYCOMING,O-320-B2E,1,00160,000000,
42145,LYCOMING,O-320-D1A,1,00160,000000,
42146,LYCOMING,O-320-D1B,1,00160,000000,
42147,LYCOMING,O-320-D1C,1,00160,000000,
42148,LYCOMING,O-320-D1D,1,00160,000000,
42149,LYCOMING,O-320-D1F,1,00160,000000,
42150,LYCOMING,O-320-D2A,1,00160,000000,
42151,LYCOMING,O-320-D2B,1,00160,000000,
42152,LYCOMING,O-320-D2C,1,00160,000000,
42153,LYCOMING,O-320-D2F,1,00160,000000,
42154,LYCOMING,O-320-D2G,1,00160,000000,
42155,LYCOMING,O-320-D2H,1,00160,000000,
42156,LYCOMING,O-320-D3G,1,00160,000000,
42157,LYCOMING,GO-480-A1A,1,00260,000000,
42158,LYCOMING,GO-480-B,1,00260,000000,
42159,LYCOMING,GO-480-B1A6,1,00260,000000,
42160,LYCOMING,GO-480-B1B,1,00260,000000,
42161,LYCOMING,GO-480-B1C,1,00260,000000,
42162,LYCOMING,GO-480-B1D,1,00260,000000,
42163,LYCOMING,GO-480-D1A,1,00275,000000,
42164,LYCOMING,GO-480-E1A6,1,00260,000000,
42165,LYCOMING,GO-480-F3B6,1,00260,000000,
42166,LYCOMING,O235N2C,8,00120,000000,
42167,LYCOMING,IO-540-EXP,1,00330,000000,
42168,LYCOMING,GO-480-F6,1,00260,000000,
42169,LYCOMING,GO-480-F1A6,1,00260,000000,
42170,LYCOMING,GO-480-F2A6,1,00260,000000,
42171,LYCOMING,GO-480-F2D6,1,00260,000000,
42172,LYCOMING,GO-480-F3A6,1,00260,000000,
42173,LYCOMING,GO-480-F4A6,1,00260,000000,
42174,LYCOMING,GO-480-F4B6,1,00260,000000,
42175,LYCOMING,GO-480-C1B6,1,00280,000000,
42176,LYCOMING,GO-480-C1D6,1,00280,000000,
42177,LYCOMING,GO-480-C2C6,1,00280,000000,
42178,LYCOMING,GO-480-C2D6,1,00280,000000,
42179,LYCOMING,GO-480-C2E6,1,00280,000000,
42180,LYCOMING,GO-480-G1A6,1,00280,000000,
42181,LYCOMING,GO-480-G1B6,1,00280,000000,
42182,LYCOMING,GO-480-G1D6,1,00280,000000,
42183,LYCOMING,GO-480-G1H6,1,00280,000000,
42184,LYCOMING,GO-480-G1J6,1,00280,000000,
42185,LYCOMING,GO-480-G2D6,1,00280,000000,
42186,LYCOMING,GO-480-G2F6,1,00280,000000,
42187,LYCOMING,IGO-480-A1A6,1,00280,000000,
42188,LYCOMING,IGO-480-A1B6,1,00280,000000,
42189,LYCOMING,GO-480-C3A6,1,00280,000000,
42190,LYCOMING,GSO-435-B,1,00300,000000,
42191,LYCOMING,GSO-435-B2,1,00300,000000,
42192,LYCOMING,O-340-A1A,1,00170,000000,
42193,LYCOMING,O-340-A2A,1,00170,000000,
42194,LYCOMING,O-340-B1A,1,00160,000000,
42195,LYCOMING,VO-435-A1A,1,00250,000000,
42196,LYCOMING,VO-435-A1B,1,00250,000000,
42197,LYCOMING,VO-435-A1C,1,00250,000000,
42198,LYCOMING,VO-435-A1D,1,00250,000000,
42199,LYCOMING,VO-435-A1E,1,00250,000000,
42200,LYCOMING,VO-435-A1F,1,00250,000000,
42201,LYCOMING,VO-435-B1A,1,00265,000000,
42202,LYCOMING,GSO-480-A1A6,1,00340,000000,
42203,LYCOMING,GSO-480-A1C6,1,00340,000000,
42204,LYCOMING,GSO-480-A2A6,1,00340,000000,
42205,LYCOMING,GSO-B1A6,1,00340,000000,
42206,LYCOMING,GSO-480-B1B6,1,00340,000000,
42207,LYCOMING,GSO-480-B1C6,1,00340,000000,
42208,LYCOMING,GSO-480-B1E6,1,00340,000000,
42209,LYCOMING,GSO-480-B1F6,1,00340,000000,
42210,LYCOMING,GSO-480-B1G6,1,00340,000000,
42211,LYCOMING,GSO-480-B1J6,1,00340,000000,
42212,LYCOMING,GSO-480-B2C6,1,00340,000000,
42213,LYCOMING,GSO-480-B2D6,1,00340,000000,
42214,LYCOMING,GSO-480-B2G6,1,00340,000000,
42215,LYCOMING,GSO-480-B2H6,1,00340,000000,
42216,LYCOMING,GSO-480-B1B3,1,00340,000000,
42217,LYCOMING,IGSO-480-A1A6,1,00340,000000,
42218,LYCOMING,IGSO-480-A1B6,1,00340,000000,
42219,LYCOMING,IGSO-480-A1C6,1,00340,000000,
42220,LYCOMING,IGSO-480-A1D6,1,00340,000000,
42221,LYCOMING,IGSO-480-A1E6,1,00340,000000,
42222,LYCOMING,IGSO-480-A1F6,1,00340,000000,
42223,LYCOMING,IGSO-480-A1G6,1,00340,000000,
42224,LYCOMING,IGSO-480-A1F3,1,00340,000000,
42225,LYCOMING,SO-580-A1A,1,00400,000000,
42226,LYCOMING,SO-580-A1B,1,00400,000000,
42227,LYCOMING,VSO-580-A1A,1,00400,000000,
42228,LYCOMING,VO-540-A1A,1,00310,000000,
42229,LYCOMING,VO-540-A2A,1,00310,000000,
42230,LYCOMING,VO-540-B1A,1,00305,000000,
42231,LYCOMING,VO-540-B1B,1,00305,000000,
42232,LYCOMING,VO-540-B1B3,1,00305,000000,
42233,LYCOMING,VO-540-B1C,1,00305,000000,
42234,LYCOMING,VO-540-B1F,1,00305,000000,
42235,LYCOMING,VO-540-B1H3,1,00305,000000,
42236,LYCOMING,VO-540-B2A,1,00305,000000,
42237,LYCOMING,VO-540-B2C,1,00305,000000,
42238,LYCOMING,VO-540-B1D,1,00305,000000,
42239,LYCOMING,VO-540-B1E,1,00305,000000,
42240,LYCOMING,VO-540-B2D,1,00305,000000,
42241,LYCOMING,VO-540-B2E,1,00305,000000,
42242,LYCOMING,VO-540-C1A,1,00315,000000,
42243,LYCOMING,VO-540-C1B,1,00315,000000,
42244,LYCOMING,VO-540-C2A,1,00315,000000,
42245,LYCOMING,VO-540-C2B,1,00315,000000,
42246,LYCOMING,VO540-C2C,1,00315,000000,
42247,LYCOMING,VO-540-C1C3,1,00305,000000,
42248,LYCOMING,O-360-A1AD,1,00180,000000,
42249,LYCOMING,O-360-A1C,1,00180,000000,
42250,LYCOMING,O-360-A1D,1,00180,000000,
42251,LYCOMING,O-360-A1F,1,00180,000000,
42252,LYCOMING,O-360-A1F6,8,00180,000000,
42253,LYCOMING,O-360-A1F6D,1,00180,000000,
42254,LYCOMING,O-360-A1G,1,00180,000000,
42255,LYCOMING,O-360-A1G6,1,00180,000000,
42256,LYCOMING,O-360-A1G6D,1,00180,000000,
42257,LYCOMING,O-360-A1H,1,00180,000000,
42258,LYCOMING,O-360-A1LD,1,00180,000000,
42259,LYCOMING,O-360-A1P,1,00180,000000,
42260,LYCOMING,TIO-360-C1A,1,00200,000000,
42261,LYCOMING,O-360-A2A,1,00180,000000,
42262,LYCOMING,O-360-A2D,1,00180,000000,
42263,LYCOMING,O-360-A2E,1,00180,000000,
42264,LYCOMING,O-360-A2F,1,00180,000000,
42265,LYCOMING,O-360-A2G,1,00180,000000,
42266,LYCOMING,O-360-A2H,1,00180,000000,
42267,LYCOMING,O-360-A3A,1,00180,000000,
42268,LYCOMING,O-360-A3AD,1,00180,000000,
42269,LYCOMING,O-360-A3D,1,00180,000000,
42270,LYCOMING,O-360-A4A,1,00180,000000,
42271,LYCOMING,O-360-A4AD,1,00180,000000,
42272,LYCOMING,O-360-A4D,4,00180,000000,
42273,LYCOMING,O-360-A4G,1,00180,000000,
42274,LYCOMING,O-360-A4J,4,00180,000000,
42275,LYCOMING,O-360-A4K,1,00180,000000,
42276,LYCOMING,O-360-A4M,8,00180,000000,
42277,LYCOMING,O-360-A4N,1,00180,000000,
42278,LYCOMING,O-360-A4P,1,00180,000000,
42279,LYCOMING,O-360-A5AD,1,00180,000000,
42280,LYCOMING,O-360-C1A,1,00180,000000,
42281,LYCOMING,O-360-C1C,1,00180,000000,
42282,LYCOMING,O-360-C1E,1,00180,000000,
42283,LYCOMING,O-360-C1F,1,00180,000000,
42284,LYCOMING,O-360-C1G,1,00180,000000,
42285,LYCOMING,O-360-C2A,1,00180,000000,
42286,LYCOMING,O-360-C2B,1,00180,000000,
42287,LYCOMING,O-360-C2C,1,00180,000000,
42288,LYCOMING,O-360-C2E,1,00180,000000,
42289,LYCOMING,O-360-C4P,1,00180,000000,
42290,LYCOMING,O-360-C4F,1,00180,000000,
42291,LYCOMING,O-360-F1A6,1,00180,000000,
42292,LYCOMING,O-360-G1A6,1,00180,000000,
42293,LYCOMING,LO-360-A1G6D,1,00180,000000,
42294,LYCOMING,LO-360-A1H6,1,00180,000000,
42295,LYCOMING,O-360-B1A,1,00168,000000,
42296,LYCOMING,O-360-B1B,1,00168,000000,
42297,LYCOMING,O-360-B2A,1,00168,000000,
42298,LYCOMING,O-360-B2B,1,00168,000000,
42299,LYCOMING,O-360-B2C,1,00168,000000,
42300,LYCOMING,O-360-D1A,1,00168,000000,
42301,LYCOMING,O-360-D2A,1,00168,000000,
42302,LYCOMING,O-360-D2B,1,00168,000000,
42303,LYCOMING,O-360-C2D,1,00180,000000,
42304,LYCOMING,O-360-E1AD,1,00180,000000,
42305,LYCOMING,O-360-E1A6D,1,00180,000000,
42306,LYCOMING,O-360-E2AD,1,00180,000000,
42307,LYCOMING,O-360-E1BD,1,00180,000000,
42308,LYCOMING,O-360-E2BD,1,00180,000000,
42309,LYCOMING,LO-360-E1AD,1,00180,000000,
42310,LYCOMING,LO-360-E1A6DA,1,00180,000000,
42311,LYCOMING,LO-360-E2AD,1,00180,000000,
42312,LYCOMING,LO-360-E1BD,1,00180,000000,
42313,LYCOMING,LO-360-E2BD,1,00180,000000,
42314,LYCOMING,O-360-J2A,1,00145,000000,
42315,LYCOMING,HO-360-A1A,1,00180,000000,
42316,LYCOMING,HO-360-B1A,1,00180,000000,
42317,LYCOMING,HO-360-B1B,1,00180,000000,
42318,LYCOMING,HO-360-C1A,1,00180,000000,
42319,LYCOMING,O-540-A1A,1,00250,000000,
42320,LYCOMING,O-540-A1A5,1,00250,000000,
42321,LYCOMING,O-540-A1B5,1,00250,000000,
42322,LYCOMING,O-540-A1C5,1,00250,000000,
42323,LYCOMING,O-540-A1D,1,00250,000000,
42324,LYCOMING,O-540-A1D5,1,00250,000000,
42325,LYCOMING,O-540-A2B,1,00250,000000,
42326,LYCOMING,O-540-A3D5,1,00250,000000,
42327,LYCOMING,O-540-A4A5,1,00250,000000,
42328,LYCOMING,O-540-A4B5,1,00250,000000,
42329,LYCOMING,O-540-A4C5,1,00250,000000,
42330,LYCOMING,O-540-A4D5,1,00250,000000,
42331,LYCOMING,O-540-D1A5,1,00250,000000,
42332,LYCOMING,O-540-B1A5,1,00235,000000,
42333,LYCOMING,O-540-B1B5,1,00235,000000,
42334,LYCOMING,O-540-B1D5,1,00235,000000,
42335,LYCOMING,O-540-B2A5,1,00235,000000,
42336,LYCOMING,O-540-B2A5,1,00235,000000,
42337,LYCOMING,O-540-B2B5,1,00235,000000,
42338,LYCOMING,O-540-B2C5,1,00235,000000,
42339,LYCOMING,O-540-B4A5,1,00235,000000,
42340,LYCOMING,O-540-B4B5,1,00235,000000,
42341,LYCOMING,O-540-E4A5,1,00260,000000,
42342,LYCOMING,O-540-E4B5,1,00260,000000,
42343,LYCOMING,O-540-E4G5,1,00260,000000,
42344,LYCOMING,O-540-G1A5,1,00260,000000,
42345,LYCOMING,O-540-G2A5,1,00260,000000,
42346,LYCOMING,O-540-H1A5,1,00260,000000,
42347,LYCOMING,O-540-H2A5,1,00260,000000,
42348,LYCOMING,O-540-H1A5D,1,00260,000000,
42349,LYCOMING,O-540-H2A5D,1,00260,000000,
42350,LYCOMING,O-540-H1B5D,1,00260,000000,
42351,LYCOMING,H2B5D,1,00260,000000,
42352,LYCOMING,O-540-F1A5,1,00260,000000,
42353,LYCOMING,O-540-F1B5,1,00260,000000,
42354,LYCOMING,O-540-J1A5D,1,00235,000000,
42355,LYCOMING,O-540-J2A5D,1,00235,000000,
42356,LYCOMING,O-540-J1B5D,1,00235,000000,
42357,LYCOMING,O-540-J2B5D,1,00235,000000,
42358,LYCOMING,O-540-J3A5D,1,00235,000000,
42359,LYCOMING,O-540-J1C5D,1,00235,000000,
42360,LYCOMING,O-540-J2C5D,1,00235,000000,
42361,LYCOMING,O-540-J3C5D,1,00235,000000,
42362,LYCOMING,O-540-J1D5D,1,00235,000000,
42363,LYCOMING,O-540-J2D5D,1,00235,000000,
42364,LYCOMING,O-540-L3C5D,1,00235,000000,
42365,LYCOMING,O-435-2-MI,1,00235,000000,
42366,LYCOMING,R-680-B2,1,00240,000000,
42367,LYCOMING,R-680-BA,1,00240,000000,
42368,LYCOMING,R-680-2,1,00240,000000,
42369,LYCOMING,R-680-4,1,00225,000000,
42370,LYCOMING,R-680-B4,1,00225,000000,
42371,LYCOMING,R-680-B4B,1,00225,000000,
42372,LYCOMING,R-680-5,1,00260,000000,
42373,LYCOMING,R-680-B5,1,00260,000000,
42374,LYCOMING,R-680-6,1,00245,000000,
42375,LYCOMING,R-680-B6,1,00245,000000,
42376,LYCOMING,R-680-D5,1,00260,000000,
42377,LYCOMING,R-680-D6,1,00245,000000,
42378,LYCOMING,R-530-D1,1,00220,000000,
42379,LYCOMING,R-530-D-2,1,00210,000000,
42380,LYCOMING,O-145-A1,1,00050,000000,
42381,LYCOMING,O-145-A2,1,00055,000000,
42382,LYCOMING,O-145-B2,1,00065,000000,
42383,LYCOMING,O-145-B3,1,00065,000000,
42384,LYCOMING,O-145-C2,1,00075,000000,
42385,LYCOMING,GO-145-C2,1,00075,000000,
42386,LYCOMING,GO-145-C3,1,00075,000000,
42387,LYCOMING,O-350,1,00150,000000,
42388,LYCOMING,O-350-A,1,00150,000000,
42389,LYCOMING,O-320 SERIES,1,00150,000000,
42390,LYCOMING,TIO-540-X136,1,00350,000000,
42391,LYCOMING,O-540-E4C5,1,00250,000000,
42392,LYCOMING,O-235-C2,1,00115,000000,
42393,LYCOMING,O-320-D2,1,00160,000000,
42394,LYCOMING,IO-320-D1A,1,00160,000000,
42395,LYCOMING,O-320-A,1,00115,000000,
42396,LYCOMING,IO-540-E4B5,1,00260,000000,
42397,LYCOMING,O-235-C,1,00115,000000,
42398,LYCOMING,0320-E3D,8,00150,000000,
42399,LYCOMING,O-360-A1H6,1,00180,000000,
42400,LYCOMING,0-320-E2G,1,00150,000000,
42401,LYCOMING,IO-360-M2,1,00180,000000,
42402,LYCOMING,O-320-C2A,1,00150,000000,
42403,LYCOMING,AEIO-580-B1A,1,00315,000000,
42404,LYCOMING,R680-17,1,00225,000000,
42405,LYCOMING,IO-233 SERIES,1,00115,000000,
42406,LYCOMING,O-320-EXP,1,00160,000000,
42407,LYCOMING,IO-390-A1B6,1,00210,000000,
42408,LYCOMING,R680-13,1,00300,000000,
42409,LYCOMING,AEIO-390-A1B6,1,00210,000000,
42410,LYCOMING,O-233,1,00115,000000,
42411,LYCOMING,O-290-G,8,00125,000000,
42412,LYCOMING,TO-360-E1A6D,1,00180,000000,
42413,LYCOMING,YO-233,8,00115,000000,
42414,LYCOMING,YIO-360-M1B,1,00180,000000,
42415,LYCOMING,IO-375-M1S,1,00205,000000,
42416,LYCOMING,YIO-360-M1A,1,00180,000000,
42417,LYCOMING,YIO-320 SERIE,1,00160,000000,
42418,LYCOMING,YIO-390 SER,1,00210,000000,
42419,LYCOMING,IO-375,1,00205,000000,
42420,LYCOMING,YIO-390-A3B6,1,00210,000000,
42422,LYCOMING,YO-360 SERIES,1,00180,000000,
42424,LYCOMING,YO-320 SERIES,1,00160,000000,
42425,LYCOMING,AEIO-540-K1H5,1,00300,000000,
42426,LYCOMING,O-450-25,1,00220,000000,
42430,LYCOMING,YIO-390EXP109,1,00210,000000,
42707,LYCOMING,IO-390-C SERI,1,00215,000000,
42710,LYCOMING,IO-390-C3B6,1,00215,000000,
42711,LYCOMING,YIO-233-B2A,8,00115,000000,
42712,LYCOMING,IO-360A,1,00200,000000,
42713,LYCOMING,O-540 SERIES,1,00235,000000,
42715,LYCOMING,TEO-540-C1A,1,00375,000000,
42716,LYCOMING,IGO-480,1,00295,000000,
42717,LYCOMING,O-235,8,00115,000000,
42718,LYCOMING,IO-540-K1B5,2,00300,000000,
42801,LZ DESIGN,FES SIL 100,10,00081,000000,
42805,LZ DESIGN,FES-VEN-M100,10,00081,000000,
42810,LZ DESIGN,FES-LAK-M100,10,00030,000000,
42980,TCM,IO-370,8,00180,000000,
42981,TCM,O-200-D4B,8,00100,000000,
42990,TCM,IO-550-N,1,00310,000000,
42999,LYCOMING,HIO-390-X252,1,00210,000000,
43000,TCM,TSIOF-550J,1,00350,000000,
43001,LYCOMING,AEIO-390-X,1,00210,000000,
43101,MCCULLOCH,4318A&E/0-100,1,00072,000000,
43102,MCCULLOCH,ALL MDLS A/B,1,00000,000000,
43103,MCCULLOCH,430,1,00090,000000,
43104,LYCOMING,YAEIO-233-EXP,1,00115,000000,
43200,MAZDA,13B,1,00146,000000,
43201,MAZDA,13B,11,00146,000000,
43300,MAGNIX,MAGNI250,10,00375,000000,
43301,MAGNIX,MAGNI500,10,00750,000000,
43302,MAGNIX,MAGNI650,10,00750,000000,
43501,MENASCO,0-45,1,00022,000000,
43504,MENASCO,PIRATE C4 D4,1,00125,000000,
43505,MENASCO,PIRATE C4S,1,00150,000000,
43506,MENASCO,SUP PIRT D4B,1,00160,000000,
43509,MENASCO,BUCCANEER B6S,1,00200,000000,
43510,MENASCO,PIRATE B-4,1,00095,000000,
43511,MENASCO,PIRATE M-50,1,00050,000000,
43512,MENASCO,BUCCANEER B-6,1,00160,000000,
43513,MENASCO,S PIRATE DRB,1,00160,000000,
43515,MENASCO,C6S-4,1,00290,000000,
43516,MENASCO,B6S,1,00200,000000,
43517,MENASCO,PIRATE C4,1,00125,000000,
43518,MENASCO,PIRATE D4,1,00125,000000,
43519,MENASCO,DR-87,1,00125,000000,
43520,MENASCO,A-6,1,00140,000000,
43521,MENASCO,PIRATE A-4,1,00090,000000,
43522,MENASCO,S PIRATE D4B,1,00160,000000,
43523,MENASCO,PIRATE D4-87,1,00125,000000,
43600,DAIML BENZ,DB605A1,1,01475,000000,
43601,DAIML BENZ,DB 605D,1,01700,000000,
43622,DAIML BENZ,DB605A,1,01775,000000,
43701,MERCEDES,D111A,1,00180,000000,
43801,MERCURY,MK78/75/,1,00070,000000,
43810,MERCURY,1000,1,00100,000000,
43901,MICRO,TRS-18,4,00800,000000,
43951,MICRORURBO,TJ100B,4,00000,001250,
44001,MILW PARTS,TANK VSER,1,00115,000000,
44002,MILW PARTS,TANK V502,1,00115,000000,
44003,MILW PARTS,TANK V470,1,00115,000000,
44100,MISTRAL,G-190,1,00190,000000,
44101,MISTRAL,G-300,11,00300,000000,
45010,M&D FLUGZE,MD-TJ42,4,00000,000350,
